Sample ID#,SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation (Given),FormationID (Given),Highest Prob Formation,Probability ,2nd Highest Prob Formation,Probability,Member (Given),Highest Prob Member ,Probability,2nd Highest Prob Member,Probability,Source,Reference
280,55.57,2.427,13.91,12.29,nan,nan,0.25,3.21,7.01,3.14,1.74,0.463,0.5,12,35,323,753,45,329,200,38,15.1,24,4,131,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.98803683,Wanapum,0.01181976,Undifferentiated,WapshillaRidge,0.67877566,WinterWater,0.29578088,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
281,54.8,2.559,13.8,11.9,nan,nan,0.218,3.66,7.37,3.51,1.72,0.464,10,17,34,396,697,39,323,188,42,15.3,19,17,127,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.92683198,Wanapum,0.0730483,Undifferentiated,WapshillaRidge,0.97594398,FrenchmanSprings,0.01999622,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
282,55.47,2.341,13.81,11.87,nan,nan,0.192,3.5,7.29,3.34,1.72,0.466,9,18,36,360,1023,46,328,183,37,16.1,20,25,131,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.98897705,Wanapum,0.01033231,Undifferentiated,WapshillaRidge,0.90493877,GrouseCreek,0.05307931,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
283,54.9,2.564,13.85,11.68,nan,nan,0.219,3.68,7.41,3.52,1.72,0.468,7,18,30,406,711,38,324,189,43,14.5,24,14,134,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.90135817,Wanapum,0.09854544,Undifferentiated,WapshillaRidge,0.98101795,FrenchmanSprings,0.01765254,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
284,55.84,2.28,13.65,12.75,nan,nan,0.19,3.03,6.56,3.44,1.79,0.47,210,3,32,337,701,51,313,197,44,17.1,21,20,135,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.9934152,Steens,0,Undifferentiated,WinterWater,0.99449251,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
285,52.7,2.512,14.77,14.29,nan,nan,0.191,3.16,7.31,3.34,1.25,0.471,7,17,42,369,685,32,350,197,38,16.4,26,34,131,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.86185454,Wanapum,0.13737258,Undifferentiated,WapshillaRidge,0.99347789,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
286,53.47,2.56,13.64,13.07,nan,nan,0.189,4.08,8.38,3,1.13,0.474,0.5,23,39,307,517,28,331,178,39,13.1,24,8,126,nan,nan,nan,nan,nan,GrandeRonde,3,Wanapum,0.9259932,GrandeRonde,0.07140494,Undifferentiated,FrenchmanSprings,0.77322722,SentinelBluffs,0.20382112,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
287,55.78,2.361,13.64,12.25,nan,nan,0.22,2.96,6.63,3.75,1.94,0.475,0.5,10,34,353,700,56,310,196,40,14,22,9,136,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.99419086,Steens,0,Undifferentiated,WapshillaRidge,0.98867202,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
288,55.61,2.367,13.57,12.61,nan,nan,0.221,2.92,6.63,3.64,1.94,0.476,0.5,11,33,354,682,58,309,198,39,14.2,23,7,137,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.9863064,Wanapum,0.0136873,Undifferentiated,WapshillaRidge,0.98082616,WinterWater,0.01166344,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
289,54.43,2.511,13.79,11.59,nan,nan,0.201,4.09,8.13,3.22,1.56,0.485,2,27,41,305,576,31,321,178,38,14.3,21,20,136,nan,nan,nan,nan,nan,GrandeRonde,3,Wanapum,0.50305131,GrandeRonde,0.48972589,Undifferentiated,SentinelBluffs,0.72881098,FrenchmanSprings,0.10877514,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
290,54.76,2.409,13.64,12.84,nan,nan,0.204,3.49,7.11,3.19,1.85,0.499,2,21,35,366,633,43,317,189,41,14.6,20,13,134,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.72080326,Wanapum,0.27912158,Undifferentiated,WapshillaRidge,0.88300605,FrenchmanSprings,0.10332345,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
291,54.19,2.64,14.04,13.74,nan,nan,0.147,2.46,6.7,3.63,1.96,0.499,6,21,37,417,708,45,334,193,39,12.3,22,4,109,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.80745642,Wanapum,0.19253433,Undifferentiated,WapshillaRidge,0.99519375,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
292,54,2.629,14.05,13.97,nan,nan,0.145,2.43,6.67,3.65,1.95,0.499,5,19,37,423,700,45,336,194,38,14.6,23,3,114,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.67870715,Wanapum,0.32117353,Undifferentiated,WapshillaRidge,0.98855604,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
293,54.33,2.241,13.66,13.09,nan,nan,0.188,3.52,7.36,3.47,1.64,0.501,5,18,44,374,642,35,317,181,37,15.1,24,26,129,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.58958432,Wanapum,0.41032049,Undifferentiated,WapshillaRidge,0.84944949,FrenchmanSprings,0.11365206,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
294,56.0400009,2.05599999,14.6400003,nan,nan,nan,0.19400001,3.8599999,8.10999966,3.11999989,1.41999996,0.27399999,24,24,27,340,496,36,370,176,35,11.5,22,23,nan,5,21,42,3,nan,GrandeRonde,3,GrandeRonde,0.99943535,Steens,0,Undifferentiated,SentinelBluffs,0.26067194,DowneyGulch,0.24588708,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329173"
295,56.0200005,1.84200001,14.1300001,nan,nan,nan,0.19400001,3.93000007,7.63999987,2.97000003,1.67999995,0.294,28,28,37,346,632,46,312,165,35,10.6000004,17,6,nan,9,23,43,12,nan,GrandeRonde,3,GrandeRonde,0.99986132,Steens,0,ButtermilkCanyon,ArmstrongCanyon,0.34605613,WinterWater,0.29111931,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329168"
296,54.2799988,2.01099992,13.4300003,nan,nan,nan,0.20200001,3.68000007,7.48000002,3.07999992,1.39999998,0.308,25,25,35,394,566,38,300,173,37,12.3999996,20,0.5,nan,9,18,34,11,nan,GrandeRonde,3,SaddleMountains,0.43366422,GrandeRonde,0.36617773,Undifferentiated,WinterWater,0.99780698,LowerSteens,0,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329170"
297,55.03,2.064,13.73,nan,nan,nan,0.21,3.88,7.73,3.1,1.71,0.318,11,8,36,377,562,43,320,179,37,12.3,23,13,nan,8,22,49,5,2,GrandeRonde,3,GrandeRonde,0.99924936,Steens,0,Undifferentiated,WinterWater,0.5944378,SentinelBluffs,0.32736182,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329174"
298,55.0999985,2.09599996,14.1000004,nan,nan,nan,0.20100001,3.93000007,7.98000002,3.01999998,1.75,0.32499999,27,27,40,395,564,39,321,170,40,12.1999998,24,15,nan,7,16,45,4,nan,GrandeRonde,3,GrandeRonde,0.99854024,Steens,0,Undifferentiated,SentinelBluffs,0.74465854,WinterWater,0.18907885,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329169"
299,56.3899994,2.18199992,14.6599999,nan,nan,nan,0.168,3.71000004,7.88000011,3.18000007,1.73000002,0.333,32,32,38,388,780,42,346,179,42,13.3999996,23,15,nan,9,34,59,7,nan,GrandeRonde,3,GrandeRonde,0.99994771,Steens,0,ButtermilkCanyon,WinterWater,0.69358667,SentinelBluffs,0.11898412,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329175"
300,55.76,2.029,13.81,nan,nan,nan,0.186,3.46,7.05,3.17,1.78,0.339,11,13,32,330,707,50,323,191,37,13.2,22,19,nan,10,27,55,6,2,GrandeRonde,3,GrandeRonde,0.99983171,Steens,0,Undifferentiated,WinterWater,0.71082573,Ortley,0.10276362,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329183"
301,55.87,2.03,13.85,nan,nan,nan,0.189,3.45,7.04,3.2,1.82,0.339,12,10,32,332,767,52,323,194,39,13.4,21,16,nan,9,26,59,6,2,GrandeRonde,3,GrandeRonde,0.99985865,Steens,0,Undifferentiated,WinterWater,0.84562291,Ortley,0.07689254,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329187"
302,56.4,2.047,13.95,nan,nan,nan,0.191,3.48,7.03,3.22,1.86,0.351,13,12,31,338,773,54,330,192,38,12.9,23,19,nan,10,28,51,6,1,GrandeRonde,3,GrandeRonde,0.99983302,Steens,0,Undifferentiated,WinterWater,0.56731504,Ortley,0.19940969,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329185"
303,56.3499985,2.01399994,13.9399996,nan,nan,nan,0.196,3.80999994,7.28999996,3.11999989,1.70000005,0.35499999,11,11,33,340,671,41,322,181,40,12.5,21,14,nan,11,32,59,5,nan,GrandeRonde,3,GrandeRonde,0.99993451,Steens,0,Undifferentiated,WinterWater,0.60109138,SentinelBluffs,0.25115768,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329177"
304,55.6,2.134,13.49,nan,nan,nan,0.194,3.34,6.94,3.2,2.04,0.358,14,5,31,363,729,53,316,193,39,13,21,24,nan,9,29,56,7,2,GrandeRonde,3,GrandeRonde,0.99912338,Steens,0,Undifferentiated,WinterWater,0.80372869,GrouseCreek,0.0429045,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329186"
305,54.84252,2.06968,13.63655,nan,nan,nan,0.19751,3.68596,6.97686,3.31852,1.59409,0.36429,21.4190796,14,33.7,355.1,687.4,42.9,312.9,184.8,37.7,11.7,18.3,22.8,nan,6.4,27,51.3,3.3,2,GrandeRonde,3,GrandeRonde,0.99873132,Steens,0,ButtermilkCanyon,WinterWater,0.70035935,WapshillaRidge,0.07648687,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329180"
306,57.6300011,2.08599997,14.4300003,nan,nan,nan,0.169,3.6500001,7.05000019,3.09999991,2.16000009,0.366,9,9,33,353,778,51,321,188,42,12.8999996,21,9,nan,11,28,54,5,nan,GrandeRonde,3,GrandeRonde,0.99999646,Steens,0,Undifferentiated,Ortley,0.65455891,WinterWater,0.29551521,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329182"
307,57.6199989,2.06500006,14.4200001,nan,nan,nan,0.21699999,3.76999998,7.26999998,3.31999993,2.00999999,0.368,10,10,32,349,748,50,337,187,39,12.5,20,17,nan,8,27,66,5,nan,GrandeRonde,3,GrandeRonde,0.99997528,Steens,0,Undifferentiated,Ortley,0.46268167,GrouseCreek,0.27744215,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329181"
308,56.1599999,2.15499997,13.5500002,nan,nan,nan,0.218,3.66000009,6.98999977,3.29999995,1.58000004,0.36899999,26,26,34,362,621,43,298,176,40,13.6000004,21,12,nan,9,29,60,6,nan,GrandeRonde,3,GrandeRonde,0.99951389,Steens,0,ButtermilkCanyon,WinterWater,0.81200619,HoskinGulch,0.06309719,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329172"
309,56.03257,2.13253,14.08054,nan,nan,nan,0.19974,3.57039,7.27889,3.41141,1.65336,0.37098,10.1701822,15.4,33.3,366.8,785.7,43,333.9,191.2,37.7,12,20,24.8,nan,7.5,28.8,54,4,2.4,GrandeRonde,3,GrandeRonde,0.9996637,Steens,0,ButtermilkCanyon,WapshillaRidge,0.38506461,WinterWater,0.21147779,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329184"
310,55.6300011,2.14899993,13.4300003,nan,nan,nan,0.212,3.56999993,6.98999977,3.27999997,1.59000003,0.37200001,24,24,33,346,626,43,305,180,39,14,19,13,nan,9,27,51,7,nan,GrandeRonde,3,GrandeRonde,0.99884108,Steens,0,ButtermilkCanyon,WinterWater,0.88329228,WapshillaRidge,0.02940126,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329176"
311,55.8800011,2.11500001,13.8299999,nan,nan,nan,0.198,3.66000009,7.44000006,3.06999993,1.88999999,0.373,31,31,38,345,689,44,317,182,38,14.5,22,24,nan,8,24,57,5,nan,GrandeRonde,3,GrandeRonde,0.99917361,Steens,0,ButtermilkCanyon,SentinelBluffs,0.48187837,WinterWater,0.31342163,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329179"
312,56.2400017,2.20499992,13.6000004,nan,nan,nan,0.20100001,3.49000001,7.23999977,2.95000005,1.75,0.37400001,23,23,33,362,637,42,319,182,40,13.3000002,24,10,nan,7,29,52,6,nan,GrandeRonde,3,GrandeRonde,0.99955595,Steens,0,ButtermilkCanyon,WinterWater,0.94176467,SentinelBluffs,0.02267612,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329178"
313,55.0986608,2.22025631,15.1837215,nan,nan,nan,0.17251703,3.59491778,6.84068513,3.01093878,1.36764306,0.37631847,9.467649,12.0403797,34.1658638,358.535751,1038.66284,36.8415037,325.39898,207.362095,112.685605,14.2014735,25.4185794,22.0225749,nan,9.26183055,42.1927836,72.0364598,5.55709833,nan,GrandeRonde,3,GrandeRonde,0.98679636,Wanapum,0.01312847,Undifferentiated,BirchCreek,0.53206484,ShumakerCreek,0.12338078,"Wells et al, 2020","Wells, R. E., Haugerud, R. A., Niem, A., Niem, W. A., Evarts, R. C., OíConnor, J. E., Ma, L., Madin, I. P., Sherrod, D. R., Beeson, M. H., Wheeler, K. L., Hanson, W. B., & Sawlan, M. G. (2020). Geologic Map of the Greater Portland Metropolitan Area and Surrounding Regions, Oregon and Washington. USGS Scientific Investigations, Map 3443, 359. https://doi.org/10.1130/abs/2019CD-329188"
